,Unnamed: 0,jp_title,en_title,char_name,fav,img
324,5,Vanitas no Karte Part 2,The Case Study of Vanitas Part 2,Vampire of the Blue Moon  (蒼月の吸血鬼),Member Favorites: 51,https://cdn.myanimelist.net/images/characters/10/471675.jpg
325,6,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,How a Realist Hero Rebuilt the Kingdom Part 2,Jeanne Euphoria (ジャンヌ＝ユーフォリア),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/12/434436.jpg
326,7,Shikkakumon no Saikyou Kenja,The Strongest Sage with the Weakest Crest,Dokiel Melkia ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/485697.jpg
327,8,Sabikui Bisco,,Plum  (プラム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/464382.jpg
328,9,Sasaki to Miyano,Sasaki and Miyano,Kyouji Shirahama (白浜 恭司),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/12/466851.jpg
329,10,Akebi-chan no Sailor-fuku,Akebi's Sailor Uniform,Kei Tanigawa (谷川 景),Member Favorites: 10,https://cdn.myanimelist.net/images/characters/5/475971.jpg
330,11,Karakai Jouzu no Takagi-san 3,Teasing Master Takagi-san 3,Tanabe-sensei  (田辺先生),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/5/351653.jpg
331,12,Fantasy Bishoujo Juniku Ojisan to,Life with an Ordinary Guy who Reincarnated into a Total Fantasy Knockout,Goddess of Love and Beauty  (愛と美の女神),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/9/456919.jpg
332,13,Koroshi Ai,Love of Kill,Shady Doctor  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/525369.jpg
333,14,Leadale no Daichi nite,In the Land of Leadale,Roxine  (ロクシーヌ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/4/467092.jpg
334,15,Kenja no Deshi wo Nanoru Kenja,She Professed Herself Pupil of the Wise Man,Emera  (エメラ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/458481.jpg
335,16,Princess Connect! Re:Dive Season 2,,Ameth  (アメス),Member Favorites: 21,https://cdn.myanimelist.net/images/characters/2/409063.jpg
336,17,Orient,,Tatsuomi Uesugi (上杉 竜臣),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/13/467782.jpg
337,18,Heike Monogatari,The Heike Story,Sanemori Saitou (斎藤 実盛),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/480445.jpg
338,19,Ryman's Club,Salaryman's Club,Naohiro Izumo (出雲 尚弘),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/464499.jpg
339,20,Tokyo 24-ku,Tokyo 24th Ward,Sakiko Tsuzuragawa (黒葛川 早紀子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/461689.jpg
340,21,Slow Loop,,Yamazaki  (山崎),Member Favorites: 0,
341,22,Baraou no Souretsu,Requiem of the Rose King,Joan of Arc  (ジャンヌダルク),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/485692.jpg
342,23,Kaijin Kaihatsu-bu no Kuroitsu-san,Miss Kuroitsu from the Monster Development Department,Elbucky  (エルバッキー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/14/464712.jpg
343,24,Hakozume: Kouban Joshi no Gyakushuu,Police in a Pod,Seiji Minamoto (源 誠二),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/456565.jpg
344,25,Dolls' Frontline,Girls' Frontline,WA2000  ,Member Favorites: 12,https://cdn.myanimelist.net/images/characters/3/470181.jpg
345,26,Tribe Nine,,Tenshin Otori (鳳天心),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/9/455161.jpg
346,27,Futsal Boys!!!!!,,Souya Akizuki (秋月 奏夜),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/2/462372.jpg
347,28,Cue!,,Miharu Yomine (夜峰 美晴),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/5/492085.jpg
348,29,Shenmue the Animation,,Yuan  (ユアン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/471741.jpg
349,30,Gensou Sangokushi: Tengen Reishinki,Fantasia Sango: Realm of Legends,Shunkyou  (洵喬),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/449570.jpg
350,31,Saiyuuki Reload: Zeroin,,Jeep  ,Member Favorites: 6,https://cdn.myanimelist.net/images/characters/6/16366.jpg
351,32,Irodorimidori,,Nachi Tsukisuzu ,Member Favorites: 2,https://cdn.myanimelist.net/images/characters/4/350543.jpg
352,33,Delicious Party♡Precure,Delicious Party Pretty Cure,Pam-Pam  (パムパム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/462045.jpg
353,34,Yami Shibai 10,Theatre of Darkness: Yamishibai 10,Storyteller  (紙芝居屋),Member Favorites: 72,https://cdn.myanimelist.net/images/characters/4/259167.jpg
354,35,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,I'm Kodama Kawashiri,Kodama Kawashiri (川尻 こだま),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/11/462080.jpg
355,36,Sabiiro no Armor: Reimei,Rusted Armors,Tsurukubi  (鶴首),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/458940.jpg
356,37,Ninjala (TV),,Burton  (バートン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/537940.jpg
357,38,On Air Dekinai!,,Director Onigawara  (鬼河原ディレクター),Member Favorites: 0,
358,39,Garugaku. II: Lucky Stars,,Takeo Morimura (森村 タケオ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/459878.jpg
359,40,Teikou Penguin (TV),,,,
360,41,Akachan Honbuchou 2nd Season,Baby in Charge 2nd Season,General Manager Takeda (武田本部長),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/486716.jpg
361,42,Zannen na Ikimono Jiten (2022),Encyclopedia of Pitiful Creatures (2022),,,
362,43,Akachan Honbuchou 3rd Season,,,,
363,44,Baempaieosonyeo Dalja,,,,
364,45,Jifeng Jingshe,,,,
365,46,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
366,47,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
367,48,Ousama Ranking,Ranking of Kings,Miranjo  (魔法の鏡),Member Favorites: 33,https://cdn.myanimelist.net/images/characters/14/451509.jpg
368,49,86 Part 2,86 Eighty-Six Part 2,Haruto Keats (ハルト・キーツ),Member Favorites: 55,https://cdn.myanimelist.net/images/characters/15/481807.jpg
369,50,Platinum End,,Hajime Sokotani (底谷 一),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/16/366667.jpg
370,51,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
371,52,Shaman King (2021),,Lyserg Diethel (リゼルグ・ダイゼル),Member Favorites: 103,https://cdn.myanimelist.net/images/characters/7/110874.jpg
372,53,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
373,54,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
374,55,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Yashahime: Princess Half-Demon: The Second Act,Shippou  (七宝),Member Favorites: 427,https://cdn.myanimelist.net/images/characters/5/53722.jpg
375,56,Blade Runner: Black Lotus,,Alani Davis ,Member Favorites: 0,
376,57,Digimon Ghost Game,,Piemon  (ピエモン),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/7/170065.jpg
377,58,Lupin III: Part 6,Lupin the Third Part 6,Cosplayer  (コスプレイヤー)),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/477094.jpg
378,59,Yu☆Gi☆Oh! Sevens,Yu-Gi-Oh! Sevens,Nanaho Nanahoshi (七星 ナナホ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/495474.jpg
379,60,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
380,61,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
381,62,Waccha PriMagi!,,Hughie  (ひゅーい),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/466164.jpg
382,63,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
383,64,Shikaru Neko,,,,
384,65,Mazica Party,,Disco  (ディスコウ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/436833.jpg
385,66,Okashi na Sabaku no Suna to Manu,,Suna  (スナ),Member Favorites: 0,
386,67,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
387,68,Chickip Dancers,,Dango  (だんご),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/453228.jpg
388,69,Shiawase Haitatsu Taneko,,,,
389,70,Uchuu Nanchara Kotetsu-kun,Space Academy,Niko  (ニコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/436984.jpg
390,71,Manul no Yuube,,,,
391,72,Shin Nippon History,,,,
392,73,Banjjagbanjjag Catch! Tiniping,Twinkle Catch! Tiniping,Romi  (로미),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/559488.jpg
393,0,Spy x Family,,Sylvia Sherwood (シルヴィア・シャーウッド),Member Favorites: 93,https://cdn.myanimelist.net/images/characters/3/467192.jpg
394,1,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,Maki Shijou (四条 眞妃),Member Favorites: 581,https://cdn.myanimelist.net/images/characters/16/409888.jpg
395,2,Tate no Yuusha no Nariagari Season 2,The Rising of the Shield Hero Season 2,Kizuna Kazayama (風山 絆),Member Favorites: 82,https://cdn.myanimelist.net/images/characters/11/271289.jpg
396,3,Summertime Render,Summer Time Rendering,Sou Hishigata (菱形 窓),Member Favorites: 20,https://cdn.myanimelist.net/images/characters/10/466436.jpg
397,4,Kawaii dake ja Nai Shikimori-san,Shikimori's Not Just a Cutie,Akisada Izumi (和泉 明貞),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/15/470083.jpg
398,5,"Komi-san wa, Comyushou desu. 2nd Season",Komi Can't Communicate Season 2,Shuuko Komi (古見 秀子),Member Favorites: 121,https://cdn.myanimelist.net/images/characters/10/454412.jpg
399,6,Tomodachi Game,,Hyakutarou Onigawara (鬼瓦 百太郎),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/11/476432.jpg
400,7,Aharen-san wa Hakarenai,,Miyahira-sensei  (宮平先生),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/6/476738.jpg
401,8,Otome Game Sekai wa Mob ni Kibishii Sekai desu,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,Deirdre Fou Roseblade (ディアドリー・フォウ・ローズブレイド),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/2/446203.jpg
402,9,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Skeleton Knight in Another World,Ferna  (フェルナ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/472717.jpg
403,10,"Yuusha, Yamemasu",I'm Quitting Heroing,King  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/484214.jpg
404,11,Paripi Koumei,Ya Boy Kongming!,Kung Fu Sekitoba (赤兎馬 カンフー),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/10/472793.jpg
405,12,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",The Greatest Demon Lord Is Reborn as a Typical Nobody,Eraldo  (エラルド),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/474164.jpg
406,13,Kakkou no Iinazuke,A Couple of Cuckoos,Ritsuko Amano (天野 律子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/9/474632.jpg
407,14,Date A Live IV,,Reine Murasame (村雨 令音),Member Favorites: 258,https://cdn.myanimelist.net/images/characters/9/209483.jpg
408,15,Koi wa Sekai Seifuku no Ato de,Love After World Domination,Ran Ran  (乱乱),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/11/479256.jpg
409,16,Ao Ashi,,Anri Kaidou (海堂 杏里),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/10/465622.jpg
410,17,Shokei Shoujo no Virgin Road,The Executioner and Her Way of Life,Sicilia  (シシリア),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/476754.jpg
411,18,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,Fran  (フラン),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/6/400143.jpg
412,19,Mahoutsukai Reimeiki,The Dawn of the Witch,Shinpu  (神父),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/11/468097.jpg
413,20,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,"Science Fell in Love, So I Tried to Prove It r=1-sinθ",Haru Kagurano (神楽野 春),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/12/473244.jpg
414,21,Deaimon,Deaimon: Recipe for Happiness,Noi  (野井),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/475996.jpg
415,22,Dance Dance Danseur,,Hyouta Sagura (相良 兵太),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/470755.jpg
416,23,Kingdom 4th Season,Kingdom: Season 4,Duanhe Yang (楊 端和),Member Favorites: 138,https://cdn.myanimelist.net/images/characters/2/351151.jpg
417,24,Machikado Mazoku: 2-choume,The Demon Girl Next Door 2,Seiko Yoshida (吉田 清子),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/8/477012.jpg
418,25,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,Heroines Run the Show: The Unpopular Girl and the Secret Task,Kotarou Enomoto (榎本 虎太朗),Member Favorites: 22,https://cdn.myanimelist.net/images/characters/8/294951.jpg
419,26,Birdie Wing: Golf Girls' Story,,Kaoruko Iijima (飯島 薫子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/468048.jpg
420,27,"Kono Healer, Mendokusai","Don't Hurt Me, My Healer!",Brigan  (ブリガン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/477226.jpg
421,28,Kunoichi Tsubaki no Mune no Uchi,In the Heart of Kunoichi Tsubaki,Hagi  (ハギ),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/7/468069.jpg
422,29,RPG Fudousan,RPG Real Estate,Tsuzumi Kazairo (風色 鼓),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/10/473322.jpg
423,30,Black★★Rock Shooter:  Dawn Fall,,Jessica  (ジェシカ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/477213.jpg
424,31,Love All Play,,Youji Higashiyama (東山 陽次),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/467435.jpg
425,32,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,Love Live! Nijigasaki High School Idol Club Season 2,Karin Asaka (朝香 果林),Member Favorites: 158,https://cdn.myanimelist.net/images/characters/16/396297.jpg
426,33,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,Miss Shachiku and the Little Baby Ghost,"""Cute"" Voiceover of the Week  (今週の「可愛い。」担当)",Member Favorites: 0,
427,34,Healer Girl,,Shirou Kitasato (北里 史郎),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/477931.jpg
428,35,Shin Ikkitousen,,Takezou Shinmen (新免 武蔵),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/2/396555.jpg
429,36,Gunjou no Fanfare,Fanfare of Adolescence,Tako Kitami (北見田子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/460939.jpg
430,37,Build Divide: Code White,Build Divide -#FFFFFF- Code White,Tsubaki Hatouchi (鳩打 椿),Member Favorites: 0,
431,38,Onipan!,,Kuma  (クマ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/473024.jpg
432,39,Meitantei Conan: Zero no Tea Time,Detective Conan: Zero's Tea Time,Reiko Tsuruyama (鶴山 麗子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/493372.jpg
433,40,Kyoukai Senki Part 2,AMAIM Warrior at the Borderline Part 2,Oliver Martin (オリバー・マーティン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/7/484820.jpg
434,41,Kaginado Season 2,KAGI-NADO,Yui  (ユイ),"Member Favorites: 3,082",https://cdn.myanimelist.net/images/characters/11/150391.jpg
435,42,Estab-Life: Great Escape,Establishment in Life,Alga  (アルガ),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/464198.jpg
436,43,Yatogame-chan Kansatsu Nikki Yonsatsume,,Recchiri  (レッチリ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/482898.jpg
437,44,Jantama Pong☆,Mahjong Soul Pon☆,Osamu Saitou (斎藤 治),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/469656.jpg
438,45,Shadowverse Flame,,Ren Kazamatsuri (風祭 レン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/492009.jpg
439,46,Yu☆Gi☆Oh! Go Rush!!,,Dinois Velgear (ディノワ・ベルギャー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/514420.jpg
440,47,Chiikawa,,Poshetto no Yoroi-san  (ポシェットの鎧さん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/12/506123.jpg
441,48,Zombie-ga Doeeo Beorin Naui Ttal,My Daughter is a Zombie,Meowmeow Kim (김 애용),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/480954.jpg
442,49,Kidou Senshi Gundam: Tekketsu no Orphans - Tokubetsu-hen,Mobile Suit Gundam: Iron-Blooded Orphans Special Edition,Orga Itsuka (オルガ・イツカ),Member Favorites: 634,https://cdn.myanimelist.net/images/characters/14/301852.jpg
443,50,Kenda Master Ken (TV),,,,
444,51,Madtoy Chatty,,,,
445,52,Dramatic Nounai,,,,
446,53,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
447,54,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
448,55,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
449,56,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
450,57,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
451,58,Baraou no Souretsu,Requiem of the Rose King,Joan of Arc  (ジャンヌダルク),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/485692.jpg
452,59,Cue!,,Miharu Yomine (夜峰 美晴),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/5/492085.jpg
453,60,Digimon Ghost Game,,Piemon  (ピエモン),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/7/170065.jpg
454,61,Shenmue the Animation,,Yuan  (ユアン),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/471741.jpg
455,62,Delicious Party♡Precure,Delicious Party Pretty Cure,Pam-Pam  (パムパム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/462045.jpg
456,63,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,I'm Kodama Kawashiri,Kodama Kawashiri (川尻 こだま),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/11/462080.jpg
457,64,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
458,65,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
459,66,Waccha PriMagi!,,Hughie  (ひゅーい),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/466164.jpg
460,67,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
461,68,Ninjala (TV),,Burton  (バートン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/537940.jpg
462,69,Shikaru Neko,,,,
463,70,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
464,71,Shiawase Haitatsu Taneko,,,,
465,72,Uchuu Nanchara Kotetsu-kun,Space Academy,Niko  (ニコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/436984.jpg
466,73,Manul no Yuube,,,,
467,74,Shin Nippon History,,,,
468,75,Baempaieosonyeo Dalja,,,,
469,0,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,Sae Chabashira (茶柱 佐枝),Member Favorites: 276,https://cdn.myanimelist.net/images/characters/9/539063.jpg
470,1,Yofukashi no Uta,Call of the Night,Kiyosumi Shirakawa (白河 清澄),Member Favorites: 14,https://cdn.myanimelist.net/images/characters/5/483740.jpg
471,2,Overlord IV,,Aura Bella Fiora (アウラ・ベラ・フィオーラ),Member Favorites: 225,https://cdn.myanimelist.net/images/characters/13/512752.jpg
472,3,Lycoris Recoil,,Himegama  ,Member Favorites: 3,https://cdn.myanimelist.net/images/characters/15/485454.jpg
473,4,Hataraku Maou-sama!!,The Devil is a Part-Timer! Season 2,Mayumi Kisaki (木崎 真弓),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/4/205931.jpg
474,5,Made in Abyss: Retsujitsu no Ougonkyou,Made in Abyss: The Golden City of the Scorching Sun,Wazukyan  ,Member Favorites: 82,https://cdn.myanimelist.net/images/characters/2/471441.jpg
475,6,"Kanojo, Okarishimasu 2nd Season",Rent-a-Girlfriend Season 2,Umi Nakano (中野 海),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/4/478631.jpg
476,7,Isekai Ojisan,Uncle from Another World,Mira Greyler (ミラー＝グレイラー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/495212.jpg
477,8,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV,Aisha Belka (アイシャ・ベルカ),Member Favorites: 78,https://cdn.myanimelist.net/images/characters/3/508894.jpg
478,9,Mamahaha no Tsurego ga Motokano datta,My Stepmom's Daughter Is My Ex,Madoka's Father  (円香の父),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/490660.jpg
479,10,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,Vermeil in Gold,Sister  (シスター),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/7/488007.jpg
480,11,Kuro no Shoukanshi,Black Summoner,Ange  (アンジェ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/481308.jpg
481,12,Engage Kiss,,Shenhua Hachisuka (蜂須賀 莎花),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/7/476673.jpg
482,13,Isekai Yakkyoku,Parallel World Pharmacy,Jean-Alan Gabin (ジャン＝アラン・ギャバン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/9/490538.jpg
483,14,Kumichou Musume to Sewagakari,The Yakuza's Guide to Babysitting,Kanami Kurosaki (黒崎 香菜美),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/489044.jpg
484,15,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World,Tina  (ティナ),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/6/480385.jpg
485,16,Soredemo Ayumu wa Yosetekuru,When Will Ayumu Make His Move?,Urushi's Grandfather  (うるしの祖父),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/490551.jpg
486,17,Saikin Yatotta Maid ga Ayashii,The Maid I Hired Recently Is Mysterious,Yuuri's Father  (ゆうり父),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/5/485662.jpg
487,18,Shadows House 2nd Season,,Oliver  (オリバー),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/6/478552.jpg
488,19,RWBY: Hyousetsu Teikoku,RWBY: Ice Queendom,Ozpin  (オズピン),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/10/490670.jpg
489,20,Fuuto Tantei,Fuuto PI,Yukiji Bandou (万灯 雪侍),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/470206.jpg
490,21,Hoshi no Samidare,Lucifer and the Biscuit Hammer,Tarou Kusakabe (日下部 太朗),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/16/485312.jpg
491,22,Orient: Awajishima Gekitou-hen,,Akihiro Shimazu (島津 秋弘),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/12/496121.jpg
492,23,Tokyo Mew Mew New ♡,Tokyo Mew Mew New,Keiichiro Akasaka (赤坂 圭一郎),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/15/436154.jpg
493,24,Jashin-chan Dropkick X,Dropkick On My Devil!! X,Mei Tachibana (橘 芽依),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/13/371235.jpg
494,25,Utawarerumono: Futari no Hakuoro,Utawarerumono: Mask of Truth,Oboro  (オボロ),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/7/80241.jpg
495,26,Bucchigire!,Shine On! Bakumatsu Bad Boys,Shuntarou Furutaka (古高 俊太郎),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/487038.jpg
496,27,Prima Doll,,Ouka  (桜花),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/488064.jpg
497,28,Love Live! Superstar!! 2nd Season,Love Live! Superstar!! Season 2,Wien Margarete (ウィーン・マルガレーテ),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/16/566367.jpg
498,29,Warau Arsnotoria Sun!,Smile of the Arsnotoria the Animation,Sworn H  (ソーン・H),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/4/487278.jpg
499,30,Shine Post,,Aoba Karabayashi (唐林 青葉),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/473257.jpg
500,31,Kami Kuzu☆Idol,Phantom of the Idol,Shiitake  (シイタケ),Member Favorites: 0,
501,32,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,League of Nations Air Force Aviation Magic Band Luminous Witches,Sanya V. Litvyak (サーニャ・V・リトヴャク),Member Favorites: 387,https://cdn.myanimelist.net/images/characters/6/51305.jpg
502,33,Teppen!!!!!!!!!!!!!!!,Teppen—!!!!!!!!!!!!!!! Laughing 'til You Cry,Iroha Akishika (秋鹿 いろは),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/471057.jpg
503,34,Yuurei Deco,Yurei Deco,Analytica  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/537960.jpg
