,Unnamed: 0,jp_title,en_title,char_name,fav,img
504,35,Shoot! Goal to the Future,,Tsubasa Namioka (並岡 翼),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/14/474689.jpg
505,36,Shin Tennis no Oujisama: U-17 World Cup,The Prince of Tennis II: U-17 World Cup,Masaharu Niou (仁王 雅治),Member Favorites: 87,https://cdn.myanimelist.net/images/characters/14/207657.jpg
506,37,Yoru wa Neko to Issho,Nights with a Cat,Pii-chan  (ピーちゃん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/490659.jpg
507,38,Extreme Hearts,,NaO  ,Member Favorites: 1,https://cdn.myanimelist.net/images/characters/2/484641.jpg
508,39,Musashino!,Musasi-no,Saiko Junou (寿能 栽子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/409927.jpg
509,40,KJ File,,Guillermo Márquez (ギレルモ・マルケス),Member Favorites: 0,
510,41,Cardfight!! Vanguard: will+Dress,,Taizou Kiyokura (清蔵 タイゾウ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/14/570793.jpg
511,42,Hanabi-chan wa Okuregachi,Hanabi-chan: The Girl Who Popped Out of the Game World,Tacoslot Sumi Horie (堀江 タコスロ 墨),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/478628.jpg
512,43,Nanashi Kaidan,,Kou Mukuroji (無患子 紅),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/486260.jpg
513,44,Chimimo,,Yagippa  ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/487182.jpg
514,45,5-Okunen Button,,Hana-chan  (はなちゃん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/486925.jpg
515,46,Sakuretsu! Amabie-hime.,,,,
516,47,Ganbare! Choushuu-kun,,,,
517,48,Youkoso Ninchishou Sekai e,,,,
518,49,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
519,50,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
520,51,Summertime Render,Summer Time Rendering,Sou Hishigata (菱形 窓),Member Favorites: 20,https://cdn.myanimelist.net/images/characters/10/466436.jpg
521,52,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
522,53,Kakkou no Iinazuke,A Couple of Cuckoos,Ritsuko Amano (天野 律子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/9/474632.jpg
523,54,Ao Ashi,,Anri Kaidou (海堂 杏里),Member Favorites: 17,https://cdn.myanimelist.net/images/characters/10/465622.jpg
524,55,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
525,56,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,Vearn  (バーン),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/11/545516.jpg
526,57,Kingdom 4th Season,Kingdom: Season 4,Duanhe Yang (楊 端和),Member Favorites: 138,https://cdn.myanimelist.net/images/characters/2/351151.jpg
527,58,Love All Play,,Youji Higashiyama (東山 陽次),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/467435.jpg
528,59,Digimon Ghost Game,,Piemon  (ピエモン),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/7/170065.jpg
529,60,Delicious Party♡Precure,Delicious Party Pretty Cure,Pam-Pam  (パムパム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/462045.jpg
530,61,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,I'm Kodama Kawashiri,Kodama Kawashiri (川尻 こだま),Member Favorites: 13,https://cdn.myanimelist.net/images/characters/11/462080.jpg
531,62,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
532,63,Shadowverse Flame,,Ren Kazamatsuri (風祭 レン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/492009.jpg
533,64,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
534,65,Yu☆Gi☆Oh! Go Rush!!,,Dinois Velgear (ディノワ・ベルギャー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/514420.jpg
535,66,Chiikawa,,Poshetto no Yoroi-san  (ポシェットの鎧さん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/12/506123.jpg
536,67,Waccha PriMagi!,,Hughie  (ひゅーい),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/8/466164.jpg
537,68,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
538,69,Ninjala (TV),,Burton  (バートン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/537940.jpg
539,70,Shikaru Neko,,,,
540,71,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
541,72,Shiawase Haitatsu Taneko,,,,
542,73,Uchuu Nanchara Kotetsu-kun,Space Academy,Niko  (ニコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/436984.jpg
543,74,Manul no Yuube,,,,
544,75,Shin Nippon History,,,,
545,76,Madtoy Chatty,,,,
546,0,Chainsaw Man,,Kishibe   (岸辺),"Member Favorites: 1,296",https://cdn.myanimelist.net/images/characters/3/488553.jpg
547,1,Spy x Family Part 2,,Becky Blackbell (ベッキ・ブラックベル),Member Favorites: 116,https://cdn.myanimelist.net/images/characters/3/528426.jpg
548,2,Blue Lock,,Sae Itoshi (糸師 冴),Member Favorites: 380,https://cdn.myanimelist.net/images/characters/16/498292.jpg
549,3,Mob Psycho 100 III,,Tenga Onigawara (鬼瓦 天牙),Member Favorites: 77,https://cdn.myanimelist.net/images/characters/8/373641.jpg
550,4,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Zeta  (ゼータ),Member Favorites: 151,https://cdn.myanimelist.net/images/characters/10/483019.jpg
551,5,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Tsuyu Asui (蛙吹 梅雨),"Member Favorites: 4,673",https://cdn.myanimelist.net/images/characters/10/299409.jpg
552,6,Bocchi the Rock!,,Michiyo Gotou (後藤 美智代),Member Favorites: 42,https://cdn.myanimelist.net/images/characters/6/493792.jpg
553,7,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Shunsui Jirou Sakuranosuke Kyouraku (京楽 次郎 総蔵佐 春水),"Member Favorites: 3,487",https://cdn.myanimelist.net/images/characters/14/33242.jpg
554,8,"Fuufu Ijou, Koibito Miman.","More than a Married Couple, but Not Lovers.",Shuu Terafune (寺船 周),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/4/486891.jpg
555,9,Tensei shitara Ken deshita,Reincarnated as a Sword,Krad  (クラッド),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/495301.jpg
556,10,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Kahaku  (カハク),Member Favorites: 65,https://cdn.myanimelist.net/images/characters/11/494201.jpg
557,11,Uzaki-chan wa Asobitai! Double,Uzaki-chan Wants to Hang Out! Season 2,Nodoka Sakurai (桜井 のどか),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/16/495632.jpg
558,12,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",Beast Tamer,Natalie Brough (ナタリー・ブロウ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/8/489590.jpg
559,13,Mairimashita! Iruma-kun 3rd Season,Welcome to Demon School! Iruma-kun Season 3,Lead Shax (シャックス・リード),Member Favorites: 86,https://cdn.myanimelist.net/images/characters/7/402904.jpg
560,14,Akuyaku Reijou nanode Last Boss wo Kattemimashita,"I'm the Villainess, So I'm Taming the Final Boss",Rudolf Lauren Dautriche (ルドルフ・ローレン・ドートリシュ),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/12/491550.jpg
561,15,Urusei Yatsura (2022),Urusei Yatsura,Ten  (テン),Member Favorites: 16,https://cdn.myanimelist.net/images/characters/5/498940.jpg
562,16,Shinobi no Ittoki,,Iboro  (いぼろ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/487070.jpg
563,17,Akiba Meido Sensou,Akiba Maid War,Debt Collector  (取り立て屋),Member Favorites: 5,https://cdn.myanimelist.net/images/characters/10/554111.jpg
564,18,Kidou Senshi Gundam: Suisei no Majo,Mobile Suit Gundam: The Witch from Mercury,Sophie Pulone (ソフィ・プロネ),Member Favorites: 14,https://cdn.myanimelist.net/images/characters/6/497800.jpg
565,19,Renai Flops,Love Flops,Yoshio Ijuuin (伊集院 好雄),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/9/490595.jpg
566,20,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,I've Somehow Gotten Stronger When I Improved My Farm-Related Skills,Yulia Macbeth Fongate (ユリア・マクベス・フォンゲート),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/3/495938.jpg
567,21,Futoku no Guild,Immoral Guild,Lani Woodman (ラニ・ウッドマン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/545132.jpg
568,22,Do It Yourself!!,,Kurage-san  (くらげさん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/9/490052.jpg
569,23,Arknights: Reimei Zensou,Arknights Animation: Prelude to Dawn,Hoshiguma  ( ホシグマ),Member Favorites: 46,https://cdn.myanimelist.net/images/characters/5/493331.jpg
570,24,Golden Kamuy 4th Season,Golden Kamuy Season 4,Tatsuma Ushiyama (牛山 辰馬),Member Favorites: 63,https://cdn.myanimelist.net/images/characters/7/354190.jpg
571,25,Koukyuu no Karasu,Raven of the Inner Palace,Enrin Sai (西 婉琳),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/2/502523.jpg
572,26,Cool Doji Danshi,"Play It Cool, Guys",Akai  (赤井),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/13/490494.jpg
573,27,Mushikaburi-hime,Bibliophile Princess,Sylvia Slade (シルヴィア・スレイド),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/14/494948.jpg
574,28,Shinmai Renkinjutsushi no Tenpo Keiei,Management of a Novice Alchemist,Yoku Baal (ヨク・バール),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/495710.jpg
575,29,KanColle: Itsuka Ano Umi de,KanColle Season 2: Let's Meet at Sea,Kitakami  (北上),Member Favorites: 23,https://cdn.myanimelist.net/images/characters/4/264495.jpg
576,30,Berserk: Ougon Jidai-hen - Memorial Edition,Berserk: The Golden Age Arc - Memorial Edition,Donovan  (ドノヴァン),Member Favorites: 247,https://cdn.myanimelist.net/images/characters/16/332470.jpg
577,31,Poputepipikku 2nd Season,Pop Team Epic Season 2,Cthulhu  ,Member Favorites: 4,https://cdn.myanimelist.net/images/characters/7/501596.jpg
578,32,4-nin wa Sorezore Uso wo Tsuku,The Little Lies We All Tell,Masked Bear  (マスクマ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/10/485721.jpg
579,33,C Danchi,Housing Complex C,Kisou Kobayashi ,Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/496934.jpg
580,34,Yowamushi Pedal: Limit Break,,Yasutomo Arakita (荒北 靖友),Member Favorites: 350,https://cdn.myanimelist.net/images/characters/8/245995.jpg
581,35,Yama no Susume: Next Summit,Encouragement of Climb: Next Summit,Megumi Yukimura (雪村 恵),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/331850.jpg
582,36,Uchi no Shishou wa Shippo ga Nai,My Master Has No Tail,Rakuda  (らくだ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/487306.jpg
583,37,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,,Toto Asakusa (浅草 とと),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/8/560816.jpg
584,38,Seiken Densetsu: Legend of Mana - The Teardrop Crystal,Legend of Mana -The Teardrop Crystal-,Kusabito  (草人),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/11/495102.jpg
585,39,Muv-Luv Alternative 2nd Season,,Marimo Jinguuji (神宮司 まりも),Member Favorites: 29,https://cdn.myanimelist.net/images/characters/6/473115.jpg
586,40,IDOLiSH7 Third Beat! Part 2,,Momose Sunohara (春原 百瀬),Member Favorites: 323,https://cdn.myanimelist.net/images/characters/8/308350.jpg
587,41,Eternal Boys,,Souki Azuma (吾妻 創輝),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/7/509156.jpg
588,42,Meitantei Conan: Hannin no Hanzawa-san,Detective Conan: The Culprit Hanzawa,Ayumi Yoshida (吉田 歩美),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/5/146209.jpg
589,43,Human Bug Daigaku,The Human Crazy University,Takao Rukawa (流川 隆雄),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/489441.jpg
590,44,Vazzrock The Animation,,Futaba Kizuku (築 二葉),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/16/488434.jpg
591,45,Reiwa no Di Gi Charat,,Mike Charat (ミ・ケ・キャラット),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/111703.jpg
592,46,Megaton-kyuu Musashi 2nd Season,Megaton Musashi Season 2,Asuna Kanzaki (神崎 明日菜),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/8/456141.jpg
593,47,Mamekichi Mameko NEET no Nichijou,Mameko Mamekichi's NEET Everyday Life,Komachi  (こまち),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/3/487905.jpg
594,48,Chickip Dancers 2nd Season,,,,
595,49,Alssongdalssong Catch! Tiniping,Secret Catch! Teenieping,Romi  (로미),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/13/559488.jpg
596,50,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,180",https://cdn.myanimelist.net/images/characters/15/307148.jpg
597,51,Boruto: Naruto Next Generations,,Gaara  (我愛羅),"Member Favorites: 13,088",https://cdn.myanimelist.net/images/characters/10/293375.jpg
598,52,Isekai Ojisan,Uncle from Another World,Mira Greyler (ミラー＝グレイラー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/495212.jpg
599,53,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,873",https://cdn.myanimelist.net/images/characters/3/208069.jpg
600,54,Crayon Shin-chan,Shin Chan,Ume Matsuzaka (まつざか 梅),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/312257.jpg
601,55,Hoshi no Samidare,Lucifer and the Biscuit Hammer,Tarou Kusakabe (日下部 太朗),Member Favorites: 7,https://cdn.myanimelist.net/images/characters/16/485312.jpg
602,56,Utawarerumono: Futari no Hakuoro,Utawarerumono: Mask of Truth,Oboro  (オボロ),Member Favorites: 25,https://cdn.myanimelist.net/images/characters/7/80241.jpg
603,57,Digimon Ghost Game,,Piemon  (ピエモン),Member Favorites: 12,https://cdn.myanimelist.net/images/characters/7/170065.jpg
604,58,Yoru wa Neko to Issho,Nights with a Cat,Pii-chan  (ピーちゃん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/16/490659.jpg
605,59,Delicious Party♡Precure,Delicious Party Pretty Cure,Pam-Pam  (パムパム),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/13/462045.jpg
606,60,Sazae-san,Mrs. Sazae,Ikura Namino (波野 イクラ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/12/568770.jpg
607,61,Shadowverse Flame,,Ren Kazamatsuri (風祭 レン),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/7/492009.jpg
608,62,Chibi Maruko-chan (1995),Little Miss Maruko,Sueo Maruo (丸尾 末男),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/11/369533.jpg
609,63,Yu☆Gi☆Oh! Go Rush!!,,Dinois Velgear (ディノワ・ベルギャー),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/12/514420.jpg
610,64,Chiikawa,,Poshetto no Yoroi-san  (ポシェットの鎧さん),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/12/506123.jpg
611,65,Bonobono (TV 2016),Bono Bono,Araiguma-kun no Otousan  (アライグマくんのお父さん),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/6/369480.jpg
612,66,Ninjala (TV),,Burton  (バートン),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/9/537940.jpg
613,67,Shikaru Neko,,,,
614,68,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,Kanako  (夏菜子),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/15/575733.jpg
615,69,Shiawase Haitatsu Taneko,,,,
616,70,Uchuu Nanchara Kotetsu-kun,Space Academy,Niko  (ニコ),Member Favorites: 0,https://cdn.myanimelist.net/images/characters/4/436984.jpg
617,71,Manul no Yuube,,,,
618,72,Shin Nippon History,,,,
619,73,Ganbare! Choushuu-kun,,,,
620,74,Madtoy Chatty,,,,
621,75,Youkoso Ninchishou Sekai e,,,,
622,0,Vinland Saga Season 2,,Arnheid  (アルネイズ),Member Favorites: 66,https://cdn.myanimelist.net/images/characters/13/490092.jpg
623,1,Tomo-chan wa Onnanoko!,Tomo-chan Is a Girl!,Chiyomi Ogawa (小川 千代美),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/3/499169.jpg
624,2,Tokyo Revengers: Seiya Kessen-hen,Tokyo Revengers: Christmas Showdown,Hinata Tachibana (橘 日向),Member Favorites: 567,https://cdn.myanimelist.net/images/characters/3/441454.jpg
625,3,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",The Misfit of Demon King Academy Ⅱ,Great Spirit Reno  (大精霊レノ),Member Favorites: 30,https://cdn.myanimelist.net/images/characters/8/498684.jpg
626,4,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,The Angel Next Door Spoils Me Rotten,Sayo Shiina (椎名 小夜),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/13/504254.jpg
627,5,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Nikolai Gogol (ニコライ・ゴーゴリ),Member Favorites: 693,https://cdn.myanimelist.net/images/characters/15/565652.jpg
628,6,NieR:Automata Ver1.1a,,Adam  (アダム),Member Favorites: 11,https://cdn.myanimelist.net/images/characters/11/342562.jpg
629,7,Buddy Daddies,,Yuzuko Kurusu (来栖 柚子),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/16/503891.jpg
630,8,"Ijiranaide, Nagatoro-san 2nd Attack","Don't Toy with Me, Miss Nagatoro 2nd Attack",Hino  (日野),Member Favorites: 1,https://cdn.myanimelist.net/images/characters/5/503030.jpg
631,9,Tondemo Skill de Isekai Hourou Meshi,Campfire Cooking in Another World with My Absurd Skill,Kisharle  (キシャ―ル),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/5/497922.jpg
