,test,Unnamed: 0,jp_title,en_title,char_name,fav,img,colors
83,83,83,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Yotsuba Nakano (中野 四葉),"Member Favorites: 5,815",https://cdn.myanimelist.net/images/characters/8/437009.jpg,"[[117, 154, 248], [207, 228, 253], [88, 141, 117], [84, 98, 191], [119, 185, 166], [155, 184, 239], [249, 249, 250], [174, 222, 248], [77, 81, 107], [222, 203, 207]]"
84,84,84,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Ichika Nakano (中野 一花),"Member Favorites: 3,791",https://cdn.myanimelist.net/images/characters/12/436646.jpg,"[[178, 167, 229], [243, 244, 249], [130, 116, 162], [207, 225, 253], [95, 84, 109], [228, 210, 214], [254, 254, 254], [157, 148, 188], [194, 186, 241], [190, 116, 91]]"
85,85,85,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Fuutarou Uesugi (上杉 風太郎),"Member Favorites: 1,164",https://cdn.myanimelist.net/images/characters/3/554695.jpg,"[[51, 44, 50], [254, 254, 254], [151, 166, 215], [220, 209, 207], [203, 228, 254], [104, 95, 103], [75, 64, 70], [110, 130, 165], [65, 54, 58], [170, 158, 156]]"
86,86,86,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Raiha Uesugi (上杉 らいは),Member Favorites: 176,https://cdn.myanimelist.net/images/characters/8/384122.jpg,"[[252, 253, 254], [120, 96, 98], [164, 174, 235], [189, 143, 102], [219, 235, 248], [93, 76, 79], [152, 127, 129], [197, 178, 171], [195, 201, 218], [135, 141, 188]]"
87,87,87,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Isanari Uesugi (上杉 勇也),Member Favorites: 45,https://cdn.myanimelist.net/images/characters/6/378329.jpg,"[[238, 244, 247], [104, 109, 105], [156, 192, 217], [140, 163, 199], [71, 77, 87], [178, 215, 249], [96, 117, 140], [122, 156, 182], [254, 254, 254], [209, 203, 206]]"
88,88,88,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Maruo Nakano (中野 マルオ),Member Favorites: 26,https://cdn.myanimelist.net/images/characters/8/433653.jpg,"[[35, 41, 49], [136, 162, 203], [57, 64, 70], [74, 90, 121], [174, 206, 241], [75, 106, 160], [60, 52, 47], [51, 57, 62], [123, 140, 159], [162, 186, 213]]"
89,89,89,5-toubun no Hanayome ∬,The Quintessential Quintuplets 2,Revival's Manager  (店長),Member Favorites: 3,https://cdn.myanimelist.net/images/characters/12/472104.jpg,"[[250, 238, 218], [109, 141, 178], [171, 206, 239], [60, 76, 102], [249, 230, 201], [139, 158, 189], [97, 111, 139], [194, 195, 196], [250, 249, 244], [237, 238, 236]]"
90,90,90,SK∞,SK8 the Infinity,Reki Kyan (喜屋武 暦),"Member Favorites: 4,730",https://cdn.myanimelist.net/images/characters/11/564144.jpg,"[[46, 10, 114], [182, 215, 245], [100, 109, 99], [55, 48, 49], [186, 177, 144], [80, 89, 206], [125, 142, 177], [25, 11, 84], [232, 237, 241], [34, 19, 26]]"
91,91,91,SK∞,SK8 the Infinity,Langa Hasegawa (馳河 ランガ),"Member Favorites: 3,116",https://cdn.myanimelist.net/images/characters/4/564145.jpg,"[[210, 119, 94], [249, 245, 244], [41, 26, 26], [191, 148, 159], [249, 206, 171], [122, 113, 178], [125, 89, 84], [187, 205, 238], [71, 49, 56], [223, 225, 238]]"
92,92,92,SK∞,SK8 the Infinity,Miya Chinen (知念 実也),"Member Favorites: 1,528",https://cdn.myanimelist.net/images/characters/15/422619.jpg,"[[47, 43, 41], [175, 200, 226], [119, 146, 185], [54, 55, 76], [210, 222, 221], [84, 110, 127], [165, 175, 188], [69, 66, 117], [72, 68, 63], [144, 158, 153]]"
93,93,93,SK∞,SK8 the Infinity,Kaoru Sakurayashiki (桜屋敷 薫),"Member Favorites: 1,430",https://cdn.myanimelist.net/images/characters/14/437350.jpg,"[[43, 27, 34], [185, 197, 219], [82, 128, 150], [151, 161, 202], [209, 223, 244], [46, 34, 91], [119, 108, 180], [88, 83, 138], [180, 169, 241], [80, 53, 47]]"
94,94,94,SK∞,SK8 the Infinity,Kojirou Nanjou (南城 虎次郎),Member Favorites: 457,https://cdn.myanimelist.net/images/characters/13/483440.jpg,"[[56, 61, 91], [92, 131, 221], [59, 62, 133], [17, 19, 33], [69, 95, 101], [57, 45, 201], [39, 41, 77], [26, 29, 57], [43, 36, 113], [85, 100, 164]]"
95,95,95,SK∞,SK8 the Infinity,Ainosuke Shindou (神道 愛之介 [ 愛抱夢（アダム）]),Member Favorites: 329,https://cdn.myanimelist.net/images/characters/11/436740.jpg,"[[188, 201, 207], [131, 52, 32], [161, 128, 142], [63, 66, 80], [210, 110, 59], [155, 166, 171], [118, 95, 136], [190, 208, 234], [87, 27, 18], [232, 231, 234]]"
96,96,96,SK∞,SK8 the Infinity,Tadashi Kikuchi (菊池 忠),Member Favorites: 105,https://cdn.myanimelist.net/images/characters/15/422622.jpg,"[[24, 13, 15], [94, 82, 82], [47, 37, 39], [58, 54, 65], [41, 28, 29], [85, 83, 92], [77, 62, 66], [60, 47, 50], [29, 21, 24], [102, 90, 91]]"
97,97,97,SK∞,SK8 the Infinity,Shadow  (シャドウ),Member Favorites: 73,https://cdn.myanimelist.net/images/characters/15/454085.jpg,"[[112, 179, 242], [28, 51, 95], [28, 77, 193], [99, 160, 228], [52, 73, 142], [69, 113, 180], [27, 133, 242], [14, 18, 43], [129, 209, 245], [28, 112, 117]]"
98,98,98,SK∞,SK8 the Infinity,Carla  (C (カーラ)),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/15/478152.jpg,"[[103, 52, 91], [238, 153, 211], [59, 56, 58], [150, 82, 131], [76, 54, 71], [123, 54, 106], [179, 108, 158], [64, 55, 63], [90, 53, 81], [211, 136, 188]]"
99,99,99,SK∞,SK8 the Infinity,Nanako Hasegawa (馳河 菜々子),Member Favorites: 8,https://cdn.myanimelist.net/images/characters/11/434398.jpg,"[[76, 77, 103], [163, 164, 234], [110, 118, 136], [231, 245, 247], [178, 187, 196], [43, 85, 45], [148, 159, 181], [111, 109, 169], [209, 222, 248], [76, 134, 77]]"
190,190,190,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Rin Shima (志摩 リン),"Member Favorites: 5,947",https://cdn.myanimelist.net/images/characters/10/358813.jpg,"[[104, 71, 59], [168, 140, 133], [231, 210, 195], [144, 114, 105], [227, 179, 150], [208, 220, 241], [129, 92, 78], [171, 162, 207], [200, 131, 99], [72, 59, 53]]"
191,191,191,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Nadeshiko Kagamihara (各務原 なでしこ),"Member Favorites: 3,290",https://cdn.myanimelist.net/images/characters/2/366169.jpg,"[[170, 182, 213], [73, 72, 98], [218, 235, 252], [101, 109, 146], [39, 100, 180], [149, 157, 191], [188, 195, 249], [113, 142, 192], [149, 142, 213], [99, 202, 248]]"
192,192,192,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Aoi Inuyama (犬山 あおい),Member Favorites: 738,https://cdn.myanimelist.net/images/characters/9/368347.jpg,"[[91, 139, 152], [221, 235, 251], [32, 44, 51], [120, 166, 186], [3, 9, 16], [51, 85, 90], [167, 238, 251], [93, 70, 71], [175, 193, 226], [67, 107, 124]]"
193,193,193,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Chiaki Oogaki (大垣 千明),Member Favorites: 267,https://cdn.myanimelist.net/images/characters/2/337013.jpg,"[[253, 254, 254], [91, 60, 57], [134, 103, 103], [44, 30, 28], [167, 167, 202], [70, 45, 40], [112, 80, 75], [216, 231, 248], [151, 130, 143], [20, 12, 12]]"
194,194,194,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Ena Saitou (斉藤 恵那),Member Favorites: 249,https://cdn.myanimelist.net/images/characters/12/337015.jpg,"[[253, 253, 254], [78, 76, 80], [160, 169, 181], [107, 133, 143], [45, 40, 42], [217, 230, 245], [15, 15, 15], [138, 117, 68], [205, 184, 114], [182, 188, 186]]"
195,195,195,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Sakura Kagamihara (各務原 桜),Member Favorites: 180,https://cdn.myanimelist.net/images/characters/9/543901.jpg,"[[254, 254, 254], [76, 63, 79], [174, 178, 190], [141, 114, 141], [46, 38, 47], [210, 228, 250], [107, 82, 111], [184, 193, 204], [16, 12, 15], [157, 166, 176]]"
196,196,196,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Minami Toba (鳥羽 美波),Member Favorites: 89,https://cdn.myanimelist.net/images/characters/13/543900.jpg,"[[254, 254, 254], [63, 62, 63], [210, 212, 216], [21, 21, 22], [131, 135, 140], [236, 238, 238], [205, 228, 252], [172, 178, 183], [88, 90, 99], [44, 43, 45]]"
197,197,197,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Ayano Toki (土岐 綾乃),Member Favorites: 49,https://cdn.myanimelist.net/images/characters/8/543898.jpg,"[[254, 254, 254], [110, 149, 139], [68, 64, 79], [84, 119, 112], [185, 193, 202], [24, 23, 27], [219, 230, 241], [48, 47, 53], [131, 167, 186], [88, 74, 116]]"
198,198,198,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Hajime Shinshirou (新城 肇),Member Favorites: 36,https://cdn.myanimelist.net/images/characters/2/354447.jpg,"[[182, 191, 214], [78, 82, 92], [116, 127, 134], [213, 230, 246], [49, 44, 52], [85, 121, 137], [148, 160, 183], [95, 93, 112], [67, 65, 68], [63, 48, 91]]"
199,199,199,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Akari Inuyama (犬山 あかり),Member Favorites: 27,https://cdn.myanimelist.net/images/characters/15/543899.jpg,"[[254, 254, 254], [92, 43, 174], [41, 40, 40], [172, 170, 160], [96, 132, 140], [121, 62, 220], [215, 226, 247], [75, 74, 74], [141, 173, 199], [58, 31, 103]]"
210,210,210,World Trigger 2nd Season,,Yuuma Kuga (空閑 遊真),"Member Favorites: 1,277",https://cdn.myanimelist.net/images/characters/12/325835.jpg,"[[175, 163, 161], [81, 82, 97], [235, 237, 238], [35, 32, 32], [126, 118, 65], [198, 214, 241], [122, 124, 133], [95, 87, 43], [241, 243, 243], [150, 138, 55]]"
211,211,211,World Trigger 2nd Season,,Yuuichi Jin (迅 悠一),Member Favorites: 583,https://cdn.myanimelist.net/images/characters/6/268547.jpg,"[[153, 99, 65], [193, 213, 243], [90, 99, 136], [33, 29, 30], [172, 133, 99], [161, 168, 184], [150, 117, 41], [242, 239, 240], [58, 64, 89], [95, 73, 38]]"
212,212,212,World Trigger 2nd Season,,Osamu Mikumo (三雲 修),Member Favorites: 314,https://cdn.myanimelist.net/images/characters/16/264753.jpg,"[[110, 111, 136], [30, 33, 42], [206, 225, 250], [107, 84, 5], [68, 71, 84], [254, 254, 254], [149, 157, 183], [191, 212, 247], [0, 0, 4], [87, 65, 23]]"
213,213,213,World Trigger 2nd Season,,Chika Amatori (雨取 千佳),Member Favorites: 123,https://cdn.myanimelist.net/images/characters/10/294718.jpg,"[[21, 19, 26], [211, 221, 246], [127, 132, 126], [160, 155, 134], [167, 173, 205], [91, 85, 116], [59, 56, 73], [229, 235, 243], [201, 192, 164], [117, 91, 203]]"
214,214,214,World Trigger 2nd Season,,Kirie Konami (小南 桐絵),Member Favorites: 251,https://cdn.myanimelist.net/images/characters/8/434738.jpg,"[[150, 190, 225], [72, 95, 133], [242, 243, 244], [41, 60, 87], [111, 139, 181], [214, 224, 238], [127, 163, 208], [6, 8, 11], [76, 61, 60], [36, 33, 38]]"
215,215,215,World Trigger 2nd Season,,Hyuse  (ヒュース),Member Favorites: 239,https://cdn.myanimelist.net/images/characters/3/311591.jpg,"[[60, 59, 93], [208, 217, 246], [99, 160, 208], [38, 28, 48], [85, 116, 157], [85, 83, 117], [93, 137, 183], [186, 178, 182], [237, 238, 247], [130, 118, 136]]"
216,216,216,World Trigger 2nd Season,,Youtarou Rindou (林藤 陽太郎),Member Favorites: 156,https://cdn.myanimelist.net/images/characters/5/270061.jpg,"[[21, 20, 33], [168, 199, 242], [72, 56, 165], [241, 240, 240], [174, 184, 183], [65, 80, 115], [140, 156, 168], [49, 40, 39], [101, 112, 127], [48, 48, 90]]"
217,217,217,World Trigger 2nd Season,,Souya Kazama (風間 蒼也),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/5/280438.jpg,"[[1, 0, 6], [178, 205, 247], [18, 30, 225], [59, 51, 44], [96, 118, 208], [62, 73, 126], [247, 249, 251], [61, 102, 237], [11, 15, 80], [139, 152, 191]]"
218,218,218,World Trigger 2nd Season,,Tatsuhito Ikoma (生駒 達人),Member Favorites: 59,https://cdn.myanimelist.net/images/characters/10/435013.jpg,"[[29, 35, 42], [193, 217, 247], [106, 118, 130], [253, 253, 253], [42, 44, 48], [169, 146, 130], [147, 166, 196], [69, 75, 77], [29, 28, 28], [54, 74, 174]]"
219,219,219,World Trigger 2nd Season,,Kei Tachikawa (太刀川 慶),Member Favorites: 39,https://cdn.myanimelist.net/images/characters/14/284873.jpg,"[[34, 53, 76], [184, 205, 238], [65, 111, 153], [36, 41, 39], [66, 69, 62], [9, 34, 21], [144, 159, 193], [60, 48, 52], [101, 114, 140], [44, 75, 101]]"
220,220,220,Non Non Biyori Nonstop,,Renge Miyauchi (宮内 れんげ),"Member Favorites: 5,637",https://cdn.myanimelist.net/images/characters/15/288781.jpg,"[[171, 133, 144], [238, 204, 224], [54, 62, 160], [47, 64, 43], [156, 205, 239], [94, 120, 100], [221, 238, 252], [213, 179, 198], [157, 128, 44], [151, 199, 144]]"
221,221,221,Non Non Biyori Nonstop,,Komari Koshigaya (越谷 小鞠),Member Favorites: 644,https://cdn.myanimelist.net/images/characters/3/225067.jpg,"[[6, 17, 61], [209, 205, 190], [136, 110, 32], [22, 58, 133], [91, 169, 212], [184, 231, 252], [43, 96, 164], [239, 247, 246], [37, 140, 71], [200, 175, 108]]"
222,222,222,Non Non Biyori Nonstop,,Hotaru Ichijou (一条 蛍),Member Favorites: 575,https://cdn.myanimelist.net/images/characters/15/222839.jpg,"[[65, 62, 78], [208, 229, 246], [164, 178, 212], [188, 173, 233], [111, 144, 167], [46, 45, 61], [238, 237, 240], [95, 111, 135], [77, 75, 91], [204, 203, 216]]"
223,223,223,Non Non Biyori Nonstop,,Natsumi Koshigaya (越谷 夏海),Member Favorites: 473,https://cdn.myanimelist.net/images/characters/14/222841.jpg,"[[79, 98, 197], [234, 237, 241], [68, 65, 56], [139, 193, 228], [60, 72, 152], [177, 134, 103], [95, 122, 216], [200, 220, 242], [104, 115, 153], [53, 62, 104]]"
224,224,224,Non Non Biyori Nonstop,,Kaede Kagayama (加賀山 楓),Member Favorites: 606,https://cdn.myanimelist.net/images/characters/7/513776.jpg,"[[143, 215, 240], [104, 113, 96], [242, 110, 43], [137, 177, 138], [214, 240, 249], [244, 188, 113], [139, 180, 212], [179, 226, 180], [95, 133, 172], [54, 84, 106]]"
225,225,225,Non Non Biyori Nonstop,,Suguru Koshigaya (越谷 卓),Member Favorites: 249,https://cdn.myanimelist.net/images/characters/3/223393.jpg,"[[234, 234, 234], [83, 100, 121], [144, 178, 210], [109, 130, 148], [200, 226, 241], [54, 52, 57], [82, 72, 77], [206, 202, 200], [68, 60, 139], [134, 157, 174]]"
226,226,226,Non Non Biyori Nonstop,,Hikage Miyauchi (宮内 ひかげ),Member Favorites: 116,https://cdn.myanimelist.net/images/characters/2/254703.jpg,"[[151, 146, 156], [69, 65, 73], [205, 216, 230], [199, 196, 197], [91, 74, 92], [211, 229, 242], [167, 181, 205], [236, 236, 236], [54, 47, 60], [116, 113, 125]]"
227,227,227,Non Non Biyori Nonstop,,Kazuho Miyauchi (宮内 一穂),Member Favorites: 90,https://cdn.myanimelist.net/images/characters/9/254903.jpg,"[[70, 57, 66], [204, 225, 241], [112, 84, 103], [139, 178, 183], [53, 49, 38], [236, 237, 238], [159, 186, 212], [133, 137, 150], [83, 69, 83], [96, 105, 112]]"
228,228,228,Non Non Biyori Nonstop,,Konomi Fujimiya (富士宮 このみ),Member Favorites: 61,https://cdn.myanimelist.net/images/characters/15/230215.jpg,"[[60, 74, 105], [234, 238, 240], [159, 211, 159], [109, 143, 170], [40, 51, 74], [152, 184, 214], [193, 210, 228], [104, 120, 125], [209, 231, 252], [208, 176, 153]]"
229,229,229,Non Non Biyori Nonstop,,Shiori  (しおり),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/5/424017.jpg,"[[254, 254, 254], [138, 144, 205], [209, 203, 246], [66, 68, 86], [106, 110, 149], [184, 239, 246], [238, 240, 243], [218, 227, 247], [176, 184, 218], [132, 123, 75]]"
310,310,310,Uma Musume: Pretty Derby Season 2,,Toukai Teiou  (トウカイテイオー),Member Favorites: 584,https://cdn.myanimelist.net/images/characters/10/574441.jpg,"[[59, 55, 101], [252, 252, 252], [107, 108, 175], [247, 204, 201], [87, 79, 136], [211, 229, 251], [175, 176, 235], [39, 29, 62], [201, 121, 132], [137, 70, 72]]"
311,311,311,Uma Musume: Pretty Derby Season 2,,Mejiro McQueen  (メジロマックイーン),Member Favorites: 166,https://cdn.myanimelist.net/images/characters/4/574456.jpg,"[[194, 154, 174], [253, 251, 252], [114, 83, 102], [240, 204, 215], [43, 29, 51], [162, 120, 134], [230, 243, 253], [193, 187, 239], [248, 226, 237], [219, 173, 187]]"
312,312,312,Uma Musume: Pretty Derby Season 2,,Rice Shower  (ライスシャワー),Member Favorites: 227,https://cdn.myanimelist.net/images/characters/10/574424.jpg,"[[196, 120, 113], [70, 66, 90], [242, 247, 252], [198, 159, 173], [73, 39, 49], [107, 105, 137], [106, 63, 70], [196, 196, 244], [37, 26, 44], [249, 207, 209]]"
313,313,313,Uma Musume: Pretty Derby Season 2,,Special Week  (スペシャルウィーク),Member Favorites: 215,https://cdn.myanimelist.net/images/characters/7/574429.jpg,"[[89, 76, 123], [212, 231, 252], [214, 162, 177], [50, 33, 69], [197, 108, 127], [180, 193, 242], [124, 124, 168], [251, 250, 250], [249, 207, 211], [138, 73, 92]]"
314,314,314,Uma Musume: Pretty Derby Season 2,,Silence Suzuka  (サイレンススズカ),Member Favorites: 162,https://cdn.myanimelist.net/images/characters/16/574439.jpg,"[[38, 34, 64], [210, 230, 252], [91, 90, 159], [251, 251, 251], [93, 117, 217], [68, 70, 139], [113, 120, 74], [242, 209, 204], [152, 175, 239], [195, 136, 145]]"
315,315,315,Uma Musume: Pretty Derby Season 2,,Gold Ship  (ゴールドシップ),Member Favorites: 123,https://cdn.myanimelist.net/images/characters/4/574452.jpg,"[[228, 211, 213], [67, 74, 105], [244, 249, 251], [203, 107, 122], [106, 103, 130], [141, 133, 159], [179, 161, 181], [193, 196, 247], [42, 36, 65], [137, 47, 70]]"
316,316,316,Uma Musume: Pretty Derby Season 2,,Oguri Cap  (オグリキャップ),Member Favorites: 102,https://cdn.myanimelist.net/images/characters/4/574067.jpg,"[[234, 239, 244], [155, 145, 151], [33, 38, 60], [253, 252, 251], [107, 229, 246], [198, 180, 186], [193, 195, 246], [112, 90, 101], [202, 108, 121], [232, 211, 213]]"
317,317,317,Uma Musume: Pretty Derby Season 2,,Kitasan Black  (キタサンブラック),Member Favorites: 81,https://cdn.myanimelist.net/images/characters/4/574443.jpg,"[[34, 23, 163], [244, 206, 206], [72, 69, 77], [241, 246, 250], [162, 153, 169], [35, 33, 48], [192, 197, 236], [190, 108, 121], [120, 149, 229], [110, 91, 106]]"
318,318,318,Uma Musume: Pretty Derby Season 2,,Twin Turbo  (ツインターボ),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/11/574462.jpg,"[[159, 59, 52], [252, 252, 252], [48, 32, 42], [247, 209, 209], [220, 110, 64], [180, 206, 246], [177, 208, 29], [222, 160, 159], [173, 115, 127], [90, 68, 87]]"
319,319,319,Uma Musume: Pretty Derby Season 2,,Nice Nature  (ナイスネイチャ),Member Favorites: 38,https://cdn.myanimelist.net/images/characters/16/574458.jpg,"[[32, 26, 63], [251, 241, 240], [61, 67, 164], [216, 164, 178], [202, 223, 250], [36, 37, 109], [66, 101, 15], [131, 70, 85], [119, 144, 208], [187, 112, 124]]"
511,511,511,Jujutsu Kaisen,,Satoru Gojou (五条 悟),"Member Favorites: 61,958",https://cdn.myanimelist.net/images/characters/15/422168.jpg,"[[211, 192, 199], [37, 26, 30], [127, 94, 107], [62, 47, 5], [243, 236, 241], [180, 198, 234], [131, 109, 10], [156, 151, 165], [24, 13, 8], [79, 63, 69]]"
512,512,512,Jujutsu Kaisen,,Yuuji Itadori (虎杖 悠仁),"Member Favorites: 16,760",https://cdn.myanimelist.net/images/characters/6/467646.jpg,"[[48, 49, 126], [202, 228, 251], [19, 13, 42], [99, 70, 63], [158, 182, 228], [50, 49, 185], [96, 106, 171], [28, 23, 85], [50, 34, 38], [146, 113, 106]]"
513,513,513,Jujutsu Kaisen,,Megumi Fushiguro (伏黒 恵),"Member Favorites: 12,728",https://cdn.myanimelist.net/images/characters/2/392689.jpg,"[[7, 1, 6], [160, 190, 219], [18, 11, 92], [82, 113, 150], [87, 49, 19], [201, 230, 248], [52, 71, 112], [34, 19, 18], [78, 162, 203], [135, 154, 182]]"
514,514,514,Jujutsu Kaisen,,Nobara Kugisaki (釘崎 野薔薇),"Member Favorites: 10,617",https://cdn.myanimelist.net/images/characters/12/422313.jpg,"[[71, 115, 168], [52, 36, 38], [201, 214, 242], [128, 79, 69], [43, 43, 132], [6, 5, 15], [145, 157, 187], [30, 41, 90], [14, 14, 56], [37, 25, 25]]"
515,515,515,Jujutsu Kaisen,,Kento Nanami (七海 建人),"Member Favorites: 12,627",https://cdn.myanimelist.net/images/characters/16/581424.jpg,"[[168, 211, 220], [128, 108, 72], [224, 244, 251], [46, 62, 60], [86, 112, 125], [135, 164, 174], [203, 232, 247], [27, 32, 27], [188, 226, 236], [64, 87, 98]]"
516,516,516,Jujutsu Kaisen,,Sukuna Ryoumen (両面 宿儺),"Member Favorites: 12,576",https://cdn.myanimelist.net/images/characters/6/431152.jpg,"[[82, 63, 151], [242, 203, 250], [29, 18, 71], [220, 175, 244], [46, 37, 116], [20, 13, 22], [167, 153, 240], [194, 188, 247], [125, 102, 208], [62, 43, 94]]"
517,517,517,Jujutsu Kaisen,,Maki Zenin (禪院 真希),"Member Favorites: 8,828",https://cdn.myanimelist.net/images/characters/3/440469.jpg,"[[20, 18, 10], [207, 229, 251], [95, 95, 69], [156, 171, 185], [120, 129, 138], [56, 140, 74], [72, 75, 57], [28, 86, 36], [51, 38, 31], [113, 61, 54]]"
518,518,518,Jujutsu Kaisen,,Toge Inumaki (狗巻 棘),"Member Favorites: 7,919",https://cdn.myanimelist.net/images/characters/4/521636.jpg,"[[180, 192, 190], [55, 50, 42], [221, 218, 211], [142, 149, 140], [80, 88, 84], [112, 66, 50], [198, 205, 210], [41, 37, 32], [26, 28, 24], [104, 119, 117]]"
519,519,519,Jujutsu Kaisen,,Yuuta Okkotsu (乙骨 憂太),"Member Favorites: 7,048",https://cdn.myanimelist.net/images/characters/10/461503.jpg,"[[60, 40, 34], [238, 239, 246], [129, 120, 122], [181, 164, 145], [188, 199, 221], [54, 37, 70], [132, 98, 58], [236, 217, 188], [91, 68, 49], [135, 153, 189]]"
520,520,520,Jujutsu Kaisen,,Suguru Getou (夏油 傑),"Member Favorites: 5,595",https://cdn.myanimelist.net/images/characters/4/524519.jpg,"[[89, 102, 132], [25, 46, 69], [176, 190, 215], [11, 9, 10], [60, 56, 48], [148, 163, 191], [36, 30, 29], [60, 67, 86], [123, 116, 99], [89, 81, 79]]"
521,521,521,One Piece,,Luffy Monkey D. (モンキー・D・ルフィ),"Member Favorites: 142,840",https://cdn.myanimelist.net/images/characters/9/310307.jpg,"[[7, 13, 27], [119, 130, 220], [181, 212, 245], [33, 53, 198], [90, 162, 225], [247, 249, 248], [25, 48, 110], [58, 73, 232], [116, 207, 244], [68, 111, 166]]"
522,522,522,One Piece,,Zoro Roronoa (ロロノア・ゾロ),"Member Favorites: 112,610",https://cdn.myanimelist.net/images/characters/3/100534.jpg,"[[83, 167, 223], [11, 15, 26], [209, 249, 250], [68, 109, 82], [130, 179, 147], [40, 99, 173], [173, 221, 233], [24, 75, 120], [23, 45, 64], [107, 199, 242]]"
523,523,523,One Piece,,Sanji  (サンジ),"Member Favorites: 31,952",https://cdn.myanimelist.net/images/characters/5/136769.jpg,"[[251, 253, 254], [9, 66, 121], [57, 224, 225], [73, 4, 33], [120, 203, 238], [77, 149, 233], [186, 179, 195], [7, 14, 33], [27, 122, 160], [12, 192, 235]]"
524,524,524,One Piece,,Robin Nico (ニコ・ロビン),"Member Favorites: 22,479",https://cdn.myanimelist.net/images/characters/16/363700.jpg,"[[15, 59, 100], [227, 245, 253], [55, 35, 37], [142, 137, 155], [62, 120, 219], [97, 62, 65], [13, 6, 11], [11, 102, 164], [183, 209, 248], [123, 18, 145]]"
525,525,525,One Piece,,Chopper Tony Tony (トニートニー・チョッパー),"Member Favorites: 16,305",https://cdn.myanimelist.net/images/characters/3/100536.jpg,"[[92, 84, 234], [13, 25, 59], [236, 246, 251], [49, 164, 191], [111, 190, 243], [26, 28, 155], [138, 169, 197], [44, 93, 133], [184, 211, 232], [88, 144, 203]]"
