,test,Unnamed: 0,jp_title,en_title,char_name,fav,img,colors
4487,4487,16,Spy x Family Part 2,,Franky Franklin (フランキー・フランクリン),Member Favorites: 163,https://cdn.myanimelist.net/images/characters/11/495209.jpg,"[[66, 60, 68], [212, 200, 201], [111, 109, 137], [170, 165, 174], [183, 210, 235], [68, 103, 196], [48, 46, 51], [236, 237, 236], [52, 66, 135], [85, 84, 105]]"
4488,4488,17,Spy x Family Part 2,,Henry Henderson (ヘンリー・ヘンダーソン),Member Favorites: 157,https://cdn.myanimelist.net/images/characters/6/484493.jpg,"[[214, 220, 220], [67, 70, 78], [115, 124, 142], [76, 88, 119], [159, 170, 182], [51, 49, 48], [196, 220, 234], [88, 102, 141], [190, 199, 202], [141, 152, 163]]"
4489,4489,18,Spy x Family Part 2,,Fiona Frost (フィオナ・フロスト),Member Favorites: 151,https://cdn.myanimelist.net/images/characters/4/494104.jpg,"[[243, 238, 239], [118, 93, 86], [192, 213, 222], [159, 158, 166], [131, 130, 140], [194, 188, 185], [233, 236, 251], [211, 225, 229], [180, 182, 212], [66, 63, 71]]"
4490,4490,19,Spy x Family Part 2,,Becky Blackbell (ベッキ・ブラックベル),Member Favorites: 116,https://cdn.myanimelist.net/images/characters/3/528426.jpg,"[[181, 185, 199], [78, 81, 107], [153, 128, 197], [229, 238, 251], [99, 78, 166], [63, 62, 86], [119, 187, 223], [30, 32, 47], [124, 129, 154], [49, 52, 66]]"
4491,4491,20,Blue Lock,,Meguru Bachira (蜂楽 廻),"Member Favorites: 4,034",https://cdn.myanimelist.net/images/characters/14/491180.jpg,"[[14, 20, 23], [131, 149, 173], [217, 233, 238], [198, 114, 91], [57, 68, 73], [73, 241, 243], [40, 117, 137], [134, 68, 52], [40, 46, 50], [217, 136, 109]]"
4492,4492,21,Blue Lock,,Yoichi Isagi (潔 世一),"Member Favorites: 3,684",https://cdn.myanimelist.net/images/characters/6/558080.jpg,"[[148, 163, 180], [75, 53, 38], [107, 85, 72], [7, 144, 59], [189, 229, 252], [177, 125, 83], [26, 16, 12], [62, 86, 127], [10, 206, 105], [154, 89, 41]]"
4493,4493,22,Blue Lock,,Hyouma Chigiri (千切 豹馬),"Member Favorites: 1,055",https://cdn.myanimelist.net/images/characters/14/401567.jpg,"[[87, 68, 153], [191, 184, 202], [129, 89, 4], [62, 42, 8], [122, 100, 246], [225, 226, 251], [122, 5, 252], [68, 57, 104], [104, 82, 191], [158, 144, 143]]"
4494,4494,23,Blue Lock,,Rensuke Kunigami (國神 錬介),Member Favorites: 440,https://cdn.myanimelist.net/images/characters/3/467112.jpg,"[[33, 138, 211], [24, 42, 54], [180, 214, 242], [144, 95, 87], [24, 99, 176], [124, 150, 194], [245, 251, 251], [67, 77, 93], [52, 172, 239], [214, 139, 114]]"
4495,4495,24,Blue Lock,,Seishirou Nagi (凪 誠士郎),"Member Favorites: 3,351",https://cdn.myanimelist.net/images/characters/7/509663.jpg,"[[234, 239, 244], [72, 60, 59], [197, 201, 207], [88, 100, 117], [22, 16, 16], [129, 138, 150], [249, 251, 251], [158, 170, 188], [57, 44, 41], [137, 73, 63]]"
4496,4496,25,Blue Lock,,Rin Itoshi (糸師 凛),"Member Favorites: 1,000",https://cdn.myanimelist.net/images/characters/11/498288.jpg,"[[32, 31, 23], [254, 254, 254], [64, 48, 44], [128, 131, 124], [204, 226, 249], [132, 69, 66], [62, 65, 45], [146, 165, 195], [92, 95, 91], [96, 55, 50]]"
4497,4497,26,Blue Lock,,Shouei Barou (馬狼 照英),Member Favorites: 942,https://cdn.myanimelist.net/images/characters/16/576062.jpg,"[[109, 151, 198], [40, 45, 71], [184, 188, 203], [49, 60, 191], [103, 116, 145], [72, 70, 95], [21, 24, 38], [208, 227, 243], [38, 45, 174], [51, 77, 131]]"
4498,4498,27,Blue Lock,,Ryuusei Shidou (士道 龍聖),Member Favorites: 541,https://cdn.myanimelist.net/images/characters/14/444149.jpg,"[[136, 82, 81], [177, 199, 227], [34, 21, 26], [144, 152, 211], [115, 136, 164], [82, 51, 56], [246, 245, 236], [184, 66, 242], [91, 97, 130], [189, 127, 118]]"
4499,4499,28,Blue Lock,,Reo Mikage (御影 玲王),Member Favorites: 508,https://cdn.myanimelist.net/images/characters/4/562484.jpg,"[[167, 81, 123], [223, 227, 240], [73, 40, 51], [163, 170, 205], [183, 108, 144], [113, 62, 84], [49, 21, 33], [142, 135, 161], [203, 166, 180], [106, 96, 129]]"
4500,4500,29,Blue Lock,,Sae Itoshi (糸師 冴),Member Favorites: 380,https://cdn.myanimelist.net/images/characters/16/498292.jpg,"[[74, 65, 105], [251, 249, 248], [119, 107, 164], [14, 15, 18], [206, 227, 251], [149, 158, 191], [48, 48, 57], [199, 198, 196], [254, 254, 254], [101, 99, 120]]"
4501,4501,30,Mob Psycho 100 III,,Arataka Reigen (霊幻 新隆),"Member Favorites: 39,247",https://cdn.myanimelist.net/images/characters/16/308364.jpg,"[[246, 245, 227], [116, 125, 142], [134, 176, 208], [37, 57, 56], [62, 145, 187], [45, 100, 145], [183, 198, 203], [167, 169, 156], [9, 28, 19], [82, 83, 84]]"
4502,4502,31,Mob Psycho 100 III,,Shigeo Kageyama (影山 茂夫),"Member Favorites: 26,483",https://cdn.myanimelist.net/images/characters/6/343344.jpg,"[[226, 215, 182], [37, 38, 36], [134, 151, 173], [142, 214, 159], [231, 239, 233], [68, 81, 73], [113, 163, 112], [14, 17, 15], [205, 223, 241], [189, 204, 193]]"
4503,4503,32,Mob Psycho 100 III,, Ekubo (エクボ),"Member Favorites: 1,699",https://cdn.myanimelist.net/images/characters/8/299395.jpg,"[[128, 209, 116], [107, 158, 221], [61, 229, 230], [104, 179, 90], [203, 216, 196], [57, 51, 151], [62, 162, 59], [32, 69, 31], [121, 206, 210], [97, 118, 216]]"
4504,4504,33,Mob Psycho 100 III,,Ritsu Kageyama (影山 律),Member Favorites: 521,https://cdn.myanimelist.net/images/characters/14/306672.jpg,"[[254, 254, 254], [39, 38, 36], [100, 70, 30], [183, 213, 236], [28, 14, 9], [144, 175, 187], [69, 90, 88], [113, 133, 132], [75, 58, 40], [142, 91, 41]]"
4505,4505,34,Mob Psycho 100 III,,Teruki Hanazawa (花沢 輝気),"Member Favorites: 1,023",https://cdn.myanimelist.net/images/characters/6/342630.jpg,"[[234, 239, 228], [41, 52, 45], [151, 211, 223], [146, 76, 107], [10, 31, 24], [201, 217, 239], [96, 189, 204], [155, 166, 169], [103, 117, 104], [76, 75, 74]]"
4506,4506,35,Mob Psycho 100 III,,Musashi Gouda (郷田 武蔵),Member Favorites: 438,https://cdn.myanimelist.net/images/characters/6/369731.jpg,"[[144, 150, 143], [243, 234, 231], [49, 66, 72], [186, 202, 196], [150, 184, 222], [95, 111, 112], [18, 29, 26], [85, 59, 165], [116, 139, 170], [170, 170, 164]]"
4507,4507,36,Mob Psycho 100 III,,Tome Kurata (暗田 トメ),Member Favorites: 217,https://cdn.myanimelist.net/images/characters/8/306667.jpg,"[[251, 252, 250], [57, 63, 58], [53, 40, 188], [213, 201, 182], [8, 30, 11], [131, 136, 126], [199, 216, 233], [135, 82, 52], [156, 168, 183], [90, 92, 90]]"
4508,4508,37,Mob Psycho 100 III,,Katsuya Serizawa (芹沢 克也),Member Favorites: 216,https://cdn.myanimelist.net/images/characters/6/510934.jpg,"[[41, 45, 47], [177, 205, 225], [16, 116, 216], [124, 147, 169], [245, 232, 248], [9, 21, 94], [82, 99, 108], [221, 168, 243], [81, 190, 227], [221, 206, 247]]"
4509,4509,38,Mob Psycho 100 III,,Shou Suzuki (鈴木将),Member Favorites: 100,https://cdn.myanimelist.net/images/characters/3/312031.jpg,"[[65, 59, 47], [210, 223, 230], [127, 153, 238], [48, 85, 180], [11, 19, 13], [138, 116, 92], [89, 95, 64], [184, 164, 139], [142, 162, 175], [38, 38, 32]]"
4510,4510,39,Mob Psycho 100 III,,Tenga Onigawara (鬼瓦 天牙),Member Favorites: 77,https://cdn.myanimelist.net/images/characters/8/373641.jpg,"[[168, 197, 224], [15, 14, 12], [238, 191, 130], [71, 47, 6], [184, 107, 54], [232, 226, 212], [91, 136, 121], [137, 159, 187], [59, 80, 79], [234, 209, 170]]"
4511,4511,40,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Cid Kagenou (シド・カゲノー),"Member Favorites: 8,879",https://cdn.myanimelist.net/images/characters/7/461218.jpg,"[[248, 248, 248], [55, 43, 46], [110, 159, 191], [162, 205, 219], [18, 15, 18], [153, 148, 148], [103, 116, 134], [202, 220, 236], [71, 79, 91], [232, 231, 232]]"
4512,4512,41,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Delta  (デルタ),"Member Favorites: 1,867",https://cdn.myanimelist.net/images/characters/10/483020.jpg,"[[96, 73, 77], [210, 227, 245], [48, 37, 40], [115, 117, 130], [188, 183, 195], [10, 7, 14], [253, 253, 254], [71, 55, 59], [155, 142, 153], [34, 26, 28]]"
4513,4513,42,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Alpha  (アルファ),Member Favorites: 682,https://cdn.myanimelist.net/images/characters/16/491824.jpg,"[[192, 226, 242], [21, 11, 12], [84, 113, 137], [253, 254, 254], [223, 235, 249], [134, 177, 196], [102, 140, 162], [49, 83, 105], [182, 89, 58], [175, 210, 225]]"
4514,4514,43,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Beta  (ベータ),Member Favorites: 400,https://cdn.myanimelist.net/images/characters/12/483022.jpg,"[[241, 233, 226], [113, 109, 108], [37, 32, 36], [159, 207, 225], [205, 193, 184], [90, 139, 170], [221, 236, 247], [164, 154, 147], [252, 251, 249], [68, 66, 71]]"
4515,4515,44,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Claire Kagenou (クレア・カゲノー),Member Favorites: 365,https://cdn.myanimelist.net/images/characters/9/486844.jpg,"[[225, 231, 241], [69, 48, 50], [119, 157, 189], [26, 21, 25], [40, 35, 39], [92, 101, 118], [253, 253, 253], [178, 182, 190], [73, 63, 68], [141, 136, 146]]"
4516,4516,45,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Alexia Midgar (アレクシア・ミドガル),Member Favorites: 363,https://cdn.myanimelist.net/images/characters/4/571548.jpg,"[[173, 155, 162], [57, 46, 51], [240, 236, 242], [93, 87, 99], [132, 117, 124], [93, 119, 148], [195, 193, 204], [28, 20, 25], [128, 171, 204], [89, 62, 65]]"
4517,4517,46,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Epsilon  (イプシロン),Member Favorites: 224,https://cdn.myanimelist.net/images/characters/15/483024.jpg,"[[228, 228, 205], [92, 60, 73], [169, 162, 138], [25, 18, 21], [201, 199, 173], [251, 251, 247], [218, 233, 247], [119, 117, 107], [56, 43, 48], [130, 158, 176]]"
4518,4518,47,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Gamma  (ガンマ),Member Favorites: 198,https://cdn.myanimelist.net/images/characters/5/483023.jpg,"[[56, 41, 43], [157, 193, 210], [97, 62, 61], [105, 139, 166], [254, 254, 254], [38, 27, 29], [232, 244, 252], [174, 139, 138], [94, 93, 102], [218, 235, 246]]"
4519,4519,48,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Aurora  (アウロラ),Member Favorites: 162,https://cdn.myanimelist.net/images/characters/13/502439.jpg,"[[61, 43, 51], [205, 219, 239], [149, 117, 143], [28, 22, 21], [136, 155, 181], [68, 68, 81], [101, 100, 103], [99, 127, 157], [178, 191, 208], [218, 233, 248]]"
4520,4520,49,Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,Zeta  (ゼータ),Member Favorites: 152,https://cdn.myanimelist.net/images/characters/10/483019.jpg,"[[110, 136, 156], [220, 235, 244], [36, 31, 34], [141, 202, 225], [188, 206, 216], [251, 253, 254], [153, 169, 180], [6, 8, 15], [84, 98, 111], [63, 53, 59]]"
4521,4521,50,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Izuku Midoriya (緑谷 出久),"Member Favorites: 25,536",https://cdn.myanimelist.net/images/characters/7/299404.jpg,"[[76, 97, 7], [184, 217, 252], [2, 2, 118], [12, 17, 53], [95, 130, 182], [179, 173, 166], [248, 248, 249], [3, 3, 161], [4, 5, 4], [78, 86, 101]]"
4522,4522,51,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Shouto Todoroki (轟 焦凍),"Member Favorites: 25,439",https://cdn.myanimelist.net/images/characters/12/332527.jpg,"[[157, 162, 161], [25, 25, 83], [188, 219, 250], [114, 95, 91], [40, 31, 139], [99, 128, 187], [237, 240, 239], [41, 31, 25], [70, 85, 146], [63, 49, 45]]"
4523,4523,52,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Katsuki Bakugou (爆豪 勝己),"Member Favorites: 23,065",https://cdn.myanimelist.net/images/characters/12/299406.jpg,"[[101, 136, 169], [180, 219, 249], [38, 52, 67], [178, 173, 166], [5, 7, 21], [1, 1, 163], [248, 248, 248], [82, 97, 113], [2, 1, 118], [78, 62, 4]]"
4524,4524,53,Boku no Hero Academia 6th Season,My Hero Academia Season 6,All Might  (オール・マイト),"Member Favorites: 9,776",https://cdn.myanimelist.net/images/characters/14/310613.jpg,"[[2, 240, 254], [10, 6, 11], [80, 118, 163], [33, 13, 215], [222, 232, 245], [105, 40, 32], [48, 53, 112], [130, 159, 216], [75, 209, 232], [191, 178, 124]]"
4525,4525,54,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Shouta Aizawa (相澤 消太),"Member Favorites: 7,841",https://cdn.myanimelist.net/images/characters/8/301855.jpg,"[[12, 1, 119], [167, 171, 176], [17, 17, 16], [87, 90, 95], [18, 1, 158], [187, 210, 231], [62, 65, 69], [121, 129, 140], [9, 5, 59], [36, 40, 37]]"
4526,4526,55,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Eijirou Kirishima (切島 鋭児郎),"Member Favorites: 6,107",https://cdn.myanimelist.net/images/characters/11/329529.jpg,"[[63, 79, 118], [178, 215, 253], [21, 28, 86], [94, 122, 176], [47, 53, 199], [16, 20, 57], [40, 46, 150], [241, 242, 244], [25, 29, 111], [140, 161, 207]]"
4527,4527,56,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Himiko Toga (渡我 被身子),"Member Favorites: 5,625",https://cdn.myanimelist.net/images/characters/7/485281.jpg,"[[108, 139, 155], [206, 223, 240], [38, 49, 86], [92, 106, 165], [174, 204, 218], [114, 89, 213], [145, 171, 186], [110, 126, 189], [77, 103, 118], [65, 59, 145]]"
4528,4528,57,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Ochako Uraraka (麗日 お茶子),"Member Favorites: 5,605",https://cdn.myanimelist.net/images/characters/9/299421.jpg,"[[6, 25, 70], [199, 219, 252], [25, 63, 133], [178, 172, 167], [7, 8, 149], [248, 248, 249], [3, 4, 20], [109, 106, 105], [105, 121, 191], [68, 58, 21]]"
4529,4529,58,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Dabi  (荼毘),"Member Favorites: 5,001",https://cdn.myanimelist.net/images/characters/6/454749.jpg,"[[50, 45, 45], [169, 164, 174], [114, 107, 134], [72, 59, 51], [197, 222, 250], [121, 145, 188], [68, 62, 79], [22, 21, 22], [42, 31, 25], [63, 50, 42]]"
4530,4530,59,Boku no Hero Academia 6th Season,My Hero Academia Season 6,Tsuyu Asui (蛙吹 梅雨),"Member Favorites: 4,673",https://cdn.myanimelist.net/images/characters/10/299409.jpg,"[[7, 8, 12], [179, 173, 168], [4, 4, 161], [191, 217, 252], [39, 49, 26], [141, 141, 144], [249, 249, 250], [66, 74, 72], [112, 111, 97], [86, 133, 185]]"
4531,4531,60,Bocchi the Rock!,,Hitori Gotou (後藤 ひとり),"Member Favorites: 15,343",https://cdn.myanimelist.net/images/characters/8/491455.jpg,"[[186, 171, 237], [85, 79, 116], [222, 228, 240], [146, 133, 197], [157, 117, 71], [57, 48, 48], [214, 200, 118], [117, 110, 152], [200, 208, 234], [166, 162, 213]]"
4532,4532,61,Bocchi the Rock!,,Ryou Yamada (山田 リョウ),"Member Favorites: 4,345",https://cdn.myanimelist.net/images/characters/16/491303.jpg,"[[163, 110, 81], [215, 224, 236], [64, 67, 71], [104, 119, 130], [119, 71, 50], [212, 175, 152], [44, 47, 47], [80, 86, 91], [146, 186, 201], [28, 29, 29]]"
4533,4533,62,Bocchi the Rock!,,Nijika Ijichi (伊地知 虹夏),"Member Favorites: 2,525",https://cdn.myanimelist.net/images/characters/16/491305.jpg,"[[138, 219, 242], [54, 62, 76], [101, 85, 207], [215, 228, 248], [150, 152, 208], [92, 111, 126], [24, 28, 41], [61, 51, 135], [108, 154, 182], [200, 200, 182]]"
4534,4534,63,Bocchi the Rock!,,Ikuyo Kita (喜多 郁代),"Member Favorites: 2,442",https://cdn.myanimelist.net/images/characters/10/509914.jpg,"[[31, 13, 97], [150, 163, 213], [203, 223, 248], [88, 87, 219], [177, 134, 106], [16, 12, 38], [61, 57, 196], [209, 195, 186], [48, 36, 133], [100, 106, 135]]"
4535,4535,64,Bocchi the Rock!,,Kikuri Hiroi (廣井 きくり),"Member Favorites: 2,098",https://cdn.myanimelist.net/images/characters/4/493846.jpg,"[[92, 71, 119], [163, 157, 172], [74, 67, 74], [105, 103, 125], [60, 40, 75], [123, 117, 145], [47, 37, 46], [78, 64, 99], [99, 79, 129], [31, 23, 30]]"
4536,4536,65,Bocchi the Rock!,,PA-san  (PAさん),Member Favorites: 442,https://cdn.myanimelist.net/images/characters/3/502200.jpg,"[[63, 56, 59], [196, 198, 214], [234, 238, 250], [87, 82, 93], [29, 22, 27], [162, 162, 187], [124, 119, 127], [103, 32, 57], [45, 39, 49], [171, 203, 136]]"
4537,4537,66,Bocchi the Rock!,,Seika Ijichi (伊地知 星歌),Member Favorites: 351,https://cdn.myanimelist.net/images/characters/6/491306.jpg,"[[113, 196, 223], [44, 46, 51], [208, 220, 238], [57, 131, 176], [62, 94, 120], [54, 66, 78], [159, 175, 203], [66, 62, 168], [126, 205, 231], [97, 137, 156]]"
4538,4538,67,Bocchi the Rock!,,Futari Gotou (後藤 ふたり),Member Favorites: 120,https://cdn.myanimelist.net/images/characters/10/493791.jpg,"[[141, 142, 204], [29, 21, 30], [232, 235, 243], [182, 168, 243], [205, 201, 203], [84, 80, 116], [182, 178, 176], [126, 122, 143], [62, 44, 43], [84, 66, 64]]"
4539,4539,68,Bocchi the Rock!,,Naoki Gotou (後藤 直樹),Member Favorites: 45,https://cdn.myanimelist.net/images/characters/13/492128.jpg,"[[45, 40, 38], [191, 187, 159], [122, 123, 130], [202, 210, 220], [84, 76, 72], [75, 64, 59], [149, 151, 155], [105, 100, 97], [194, 201, 210], [182, 187, 187]]"
4540,4540,69,Bocchi the Rock!,,Michiyo Gotou (後藤 美智代),Member Favorites: 42,https://cdn.myanimelist.net/images/characters/6/493792.jpg,"[[124, 127, 161], [227, 223, 221], [70, 76, 100], [174, 183, 188], [219, 230, 246], [173, 161, 225], [43, 40, 44], [95, 102, 129], [195, 203, 209], [137, 153, 144]]"
4541,4541,70,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Ichigo Kurosaki (黒崎 一護),"Member Favorites: 35,158",https://cdn.myanimelist.net/images/characters/3/512788.jpg,"[[31, 60, 133], [165, 197, 226], [38, 47, 46], [59, 141, 205], [94, 167, 217], [215, 233, 233], [101, 123, 162], [9, 15, 20], [30, 113, 196], [154, 168, 172]]"
4542,4542,71,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Uryuu Ishida (石田 雨竜),"Member Favorites: 1,788",https://cdn.myanimelist.net/images/characters/16/139189.jpg,"[[8, 14, 12], [226, 226, 243], [114, 102, 159], [81, 31, 26], [167, 153, 172], [24, 129, 219], [35, 47, 88], [133, 77, 77], [40, 24, 22], [21, 82, 153]]"
4543,4543,72,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Kenpachi Zaraki (更木 剣八),"Member Favorites: 14,637",https://cdn.myanimelist.net/images/characters/8/150265.jpg,"[[251, 254, 254], [39, 54, 60], [132, 185, 221], [74, 94, 103], [11, 13, 12], [164, 214, 251], [113, 136, 147], [200, 234, 248], [209, 207, 200], [167, 179, 181]]"
4544,4544,73,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Kisuke Urahara (浦原 喜助),"Member Favorites: 14,451",https://cdn.myanimelist.net/images/characters/15/149491.jpg,"[[149, 176, 227], [38, 54, 77], [209, 223, 250], [0, 2, 11], [250, 253, 254], [97, 113, 148], [73, 102, 104], [141, 161, 177], [172, 179, 198], [13, 26, 40]]"
4545,4545,74,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Sousuke Aizen (藍染 惣右介),"Member Favorites: 13,538",https://cdn.myanimelist.net/images/characters/16/73909.jpg,"[[35, 40, 59], [179, 214, 244], [59, 97, 147], [149, 158, 165], [133, 187, 227], [242, 249, 251], [53, 71, 103], [27, 28, 37], [83, 149, 198], [206, 230, 246]]"
4546,4546,75,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Rukia Kuchiki (朽木 ルキア),"Member Favorites: 9,451",https://cdn.myanimelist.net/images/characters/2/78215.jpg,"[[37, 27, 119], [233, 239, 249], [44, 36, 179], [170, 157, 181], [45, 26, 42], [118, 109, 133], [123, 155, 228], [60, 61, 233], [76, 54, 76], [198, 209, 237]]"
4547,4547,76,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Toushirou Hitsugaya (日番谷 冬獅郎),"Member Favorites: 9,443",https://cdn.myanimelist.net/images/characters/11/36579.jpg,"[[5, 3, 10], [172, 171, 157], [98, 86, 75], [241, 247, 242], [170, 215, 251], [44, 72, 154], [133, 126, 116], [100, 146, 223], [214, 215, 194], [41, 37, 54]]"
4548,4548,77,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Byakuya Kuchiki (朽木 白哉),"Member Favorites: 6,784",https://cdn.myanimelist.net/images/characters/7/100098.jpg,"[[206, 208, 222], [24, 20, 25], [111, 116, 139], [181, 192, 181], [229, 231, 230], [139, 157, 210], [203, 217, 252], [72, 68, 82], [39, 33, 41], [163, 164, 174]]"
4549,4549,78,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Grimmjow Jaegerjaquez (グリムジョー・ジャガージャック),"Member Favorites: 6,556",https://cdn.myanimelist.net/images/characters/10/529459.jpg,"[[72, 71, 79], [162, 216, 247], [139, 140, 136], [205, 212, 209], [33, 38, 46], [95, 159, 206], [174, 177, 172], [51, 97, 152], [109, 99, 102], [231, 241, 240]]"
4550,4550,79,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,Shunsui Jirou Sakuranosuke Kyouraku (京楽 次郎 総蔵佐 春水),"Member Favorites: 3,489",https://cdn.myanimelist.net/images/characters/14/33242.jpg,"[[125, 187, 218], [31, 48, 107], [173, 175, 217], [68, 115, 161], [224, 225, 249], [93, 138, 190], [20, 27, 69], [9, 11, 32], [143, 113, 224], [51, 85, 127]]"
4571,4571,100,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Fushi  (不死 (フシ)),"Member Favorites: 3,666",https://cdn.myanimelist.net/images/characters/11/414023.jpg,"[[246, 251, 250], [77, 88, 98], [188, 216, 221], [123, 131, 137], [39, 49, 53], [213, 231, 250], [172, 184, 186], [81, 115, 135], [56, 67, 72], [131, 153, 169]]"
4572,4572,101,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Gugu  (グーグー),"Member Favorites: 1,558",https://cdn.myanimelist.net/images/characters/4/444410.jpg,"[[254, 254, 254], [91, 103, 107], [152, 171, 172], [170, 207, 244], [36, 40, 48], [69, 58, 132], [63, 73, 77], [113, 133, 167], [122, 134, 139], [213, 215, 214]]"
4573,4573,102,Fumetsu no Anata e Season 2,To Your Eternity Season 2,March  (マーチ),Member Favorites: 509,https://cdn.myanimelist.net/images/characters/15/409837.jpg,"[[30, 44, 46], [161, 185, 197], [188, 214, 243], [77, 109, 111], [123, 182, 201], [47, 84, 74], [103, 136, 145], [141, 156, 178], [33, 69, 40], [182, 221, 225]]"
4574,4574,103,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Bonchien Nikolai La Tastypeach Uralys (ボンシェン・ニコリ・ラ・テイスティピーチ＝ウラリス),Member Favorites: 294,https://cdn.myanimelist.net/images/characters/13/538120.jpg,"[[180, 217, 243], [51, 40, 56], [95, 138, 191], [235, 238, 241], [29, 77, 125], [176, 162, 178], [36, 23, 37], [97, 62, 109], [8, 17, 43], [118, 106, 123]]"
4575,4575,104,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Parona  (パロナ),Member Favorites: 283,https://cdn.myanimelist.net/images/characters/7/484303.jpg,"[[86, 64, 69], [157, 207, 211], [97, 118, 149], [185, 171, 104], [181, 218, 249], [43, 125, 69], [41, 41, 41], [130, 154, 175], [134, 149, 80], [81, 109, 110]]"
4576,4576,105,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Pyoran  (ピオラン),Member Favorites: 106,https://cdn.myanimelist.net/images/characters/15/414020.jpg,"[[191, 201, 214], [54, 57, 68], [162, 170, 179], [254, 254, 254], [79, 111, 136], [1, 5, 15], [119, 169, 206], [120, 133, 147], [26, 29, 36], [77, 92, 114]]"
4577,4577,106,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Joan  (ジョアン),Member Favorites: 99,https://cdn.myanimelist.net/images/characters/9/444277.jpg,"[[228, 240, 240], [153, 157, 155], [59, 62, 58], [225, 193, 171], [93, 98, 95], [202, 211, 209], [194, 165, 138], [177, 185, 183], [220, 232, 231], [127, 129, 123]]"
4578,4578,107,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Kansatsusha  (観察者),Member Favorites: 98,https://cdn.myanimelist.net/images/characters/5/414022.jpg,"[[254, 254, 254], [35, 36, 28], [145, 137, 139], [60, 62, 58], [235, 227, 229], [46, 48, 44], [3, 3, 3], [186, 183, 184], [113, 110, 109], [76, 79, 71]]"
4579,4579,108,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Tonari Dalton (トナリ・ダルトン),Member Favorites: 69,https://cdn.myanimelist.net/images/characters/6/498178.jpg,"[[13, 16, 25], [168, 185, 194], [106, 152, 205], [81, 122, 152], [240, 218, 184], [41, 56, 73], [233, 185, 109], [240, 235, 224], [68, 91, 127], [154, 154, 120]]"
4580,4580,109,Fumetsu no Anata e Season 2,To Your Eternity Season 2,Kahaku  (カハク),Member Favorites: 65,https://cdn.myanimelist.net/images/characters/11/494201.jpg,"[[174, 185, 202], [40, 51, 98], [89, 96, 109], [100, 132, 160], [175, 207, 235], [46, 55, 130], [76, 63, 60], [144, 155, 176], [221, 219, 230], [28, 29, 66]]"
4711,4711,240,Golden Kamuy 4th Season,Golden Kamuy Season 4,Saichi Sugimoto (杉元 佐一),"Member Favorites: 2,836",https://cdn.myanimelist.net/images/characters/13/354183.jpg,"[[5, 5, 11], [156, 197, 233], [55, 99, 124], [88, 54, 40], [254, 254, 254], [22, 44, 71], [103, 177, 213], [36, 20, 16], [37, 39, 172], [83, 121, 153]]"
4712,4712,241,Golden Kamuy 4th Season,Golden Kamuy Season 4,Asirpa  (アシㇼパ),"Member Favorites: 1,209",https://cdn.myanimelist.net/images/characters/7/354184.jpg,"[[19, 9, 11], [213, 203, 200], [126, 154, 191], [145, 111, 114], [40, 35, 47], [184, 167, 164], [200, 225, 251], [90, 52, 59], [250, 248, 247], [61, 81, 105]]"
